Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,PRECISION,FORMAT,UNROLL_LOOP_1,UNROLL_LOOP_2,TEXTURE_MEMORY,THREADS_PER_ROW,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
spmv_kernel,3105344,16384,1,1,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,1174560,16384,1,1,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,2701632,16384,1,1,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,1130368,16384,1,1,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,2816544,16384,1,1,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,1172384,16384,1,1,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,3208064,16384,1,1,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,1390816,16384,1,1,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,3047648,16384,1,1,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,1379808,16384,1,1,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,3175488,16384,1,1,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,1434624,16384,1,1,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,1748608,16384,2,2,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,694688,16384,2,2,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,1579712,16384,2,2,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,660832,16384,2,2,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,1547296,16384,2,2,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,664160,16384,2,2,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,1857728,16384,2,2,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,809472,16384,2,2,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,1786944,16384,2,2,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,806784,16384,2,2,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,1778944,16384,2,2,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,829600,16384,2,2,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,1277216,16386,3,3,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,516767,16386,3,3,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,1162336,16386,3,3,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,496416,16386,3,3,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,1105152,16386,3,3,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,491808,16386,3,3,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,1332832,16386,3,3,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,592256,16386,3,3,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,1333216,16386,3,3,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,634368,16386,3,3,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,1292928,16386,3,3,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,641088,16386,3,3,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,1026720,16384,4,4,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,431040,16384,4,4,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,961440,16384,4,4,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,424928,16384,4,4,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,895936,16384,4,4,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,407648,16384,4,4,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,1111008,16384,4,4,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,495168,16384,4,4,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,1107008,16384,4,4,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,602208,16384,4,4,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,1059776,16384,4,4,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,603328,16384,4,4,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,882336,16385,5,5,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,375360,16385,5,5,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,845536,16385,5,5,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,387296,16385,5,5,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,778112,16385,5,5,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,368992,16385,5,5,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,944608,16385,5,5,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,428160,16385,5,5,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,971104,16385,5,5,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,565312,16385,5,5,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,926048,16385,5,5,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,564480,16385,5,5,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,782496,16386,6,6,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,341792,16386,6,6,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,767040,16386,6,6,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,362784,16386,6,6,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,713408,16386,6,6,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,339424,16386,6,6,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,844608,16386,6,6,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,390784,16386,6,6,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,886688,16386,6,6,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,556736,16386,6,6,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,839584,16386,6,6,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,551360,16386,6,6,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,685632,16387,7,7,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,312320,16387,7,7,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,724736,16387,7,7,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,349760,16387,7,7,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,676096,16387,7,7,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,322304,16387,7,7,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,741888,16387,7,7,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,358720,16387,7,7,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,817216,16387,7,7,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,550112,16387,7,7,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,780192,16387,7,7,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,539008,16387,7,7,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,636256,16384,8,8,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,285536,16384,8,8,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,695392,16384,8,8,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,350560,16384,8,8,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,655360,16384,8,8,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,315200,16384,8,8,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,666240,16384,8,8,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,339872,16384,8,8,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,777408,16384,8,8,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,571968,16384,8,8,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,733280,16384,8,8,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,548352,16384,8,8,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,591904,16389,9,9,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,281824,16389,9,9,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,675040,16389,9,9,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,353984,16389,9,9,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,654496,16389,9,9,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,310720,16389,9,9,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,634656,16389,9,9,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,335360,16389,9,9,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,771680,16389,9,9,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,575808,16389,9,9,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,741024,16389,9,9,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,531776,16389,9,9,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,586368,16390,10,10,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,280832,16390,10,10,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,694304,16390,10,10,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,368416,16390,10,10,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,681408,16390,10,10,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,324672,16390,10,10,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,623136,16390,10,10,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,340896,16390,10,10,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,802272,16390,10,10,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,595488,16390,10,10,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,752832,16390,10,10,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,558048,16390,10,10,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,490880,16390,11,11,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,258912,16390,11,11,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,642080,16390,11,11,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,364704,16390,11,11,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,639968,16390,11,11,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,321504,16390,11,11,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,529280,16390,11,11,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,313632,16390,11,11,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,802816,16390,11,11,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,591680,16390,11,11,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,746400,16390,11,11,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,546336,16390,11,11,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,489600,16392,12,12,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,241856,16392,12,12,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,718432,16392,12,12,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,394944,16392,12,12,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,679456,16392,12,12,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,331616,16392,12,12,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,517888,16392,12,12,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,315520,16392,12,12,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,862304,16392,12,12,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,610496,16392,12,12,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,834848,16392,12,12,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,552576,16392,12,12,64,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,477024,16393,13,13,32,0,0,0,0,1,1024,0,0,0,13
spmv_kernel,254240,16393,13,13,32,0,1,0,0,1,1024,0,0,0,25
spmv_kernel,804544,16393,13,13,32,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,423552,16393,13,13,32,1,1,0,0,1,1024,0,0,0,27
spmv_kernel,748768,16393,13,13,32,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,353952,16393,13,13,32,2,1,0,0,1,1024,0,0,0,27
spmv_kernel,512448,16393,13,13,64,0,0,0,0,1,1024,0,0,0,14
spmv_kernel,308352,16393,13,13,64,0,1,0,0,1,1024,0,0,0,24
spmv_kernel,983776,16393,13,13,64,1,0,0,0,1,1024,0,0,0,15
spmv_kernel,643808,16393,13,13,64,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,958240,16393,13,13,64,2,0,0,0,1,1024,0,0,0,15
spmv_kernel,572032,16393,13,13,64,2,1,0,0,1,1024,0,0,0,26
