Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,PRECISION,FORMAT,UNROLL_LOOP_1,UNROLL_LOOP_2,TEXTURE_MEMORY,THREADS_PER_ROW,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
spmv_kernel,3127072,16384,1,1,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,1346304,16384,1,1,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,1797344,16384,1,1,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,1047135,16384,1,1,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,1832480,16384,1,1,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,1084480,16384,1,1,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,3760128,16384,1,1,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,2055167,16384,1,1,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,2366336,16384,1,1,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,2049568,16384,1,1,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,2435680,16384,1,1,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,2140960,16384,1,1,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1790784,16384,2,2,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,779744,16384,2,2,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,1131648,16384,2,2,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,688128,16384,2,2,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,1035552,16384,2,2,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,715232,16384,2,2,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,2124032,16384,2,2,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,1134016,16384,2,2,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,1434688,16384,2,2,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,1117600,16384,2,2,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,1360256,16384,2,2,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,1150816,16384,2,2,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1335552,16386,3,3,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,589344,16386,3,3,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,887296,16386,3,3,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,626688,16386,3,3,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,792480,16386,3,3,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,662560,16386,3,3,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1574816,16386,3,3,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,809952,16386,3,3,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,1115808,16386,3,3,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,799552,16386,3,3,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,1008608,16386,3,3,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,825408,16386,3,3,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1104384,16384,4,4,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,493920,16384,4,4,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,777984,16384,4,4,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,611840,16384,4,4,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,706176,16384,4,4,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,645600,16384,4,4,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1293184,16384,4,4,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,649376,16384,4,4,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,971456,16384,4,4,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,669344,16384,4,4,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,864992,16384,4,4,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,734528,16384,4,4,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,987328,16385,5,5,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,439840,16385,5,5,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,742208,16385,5,5,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,586144,16385,5,5,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,697856,16385,5,5,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,629920,16385,5,5,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1142528,16385,5,5,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,565952,16385,5,5,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,899744,16385,5,5,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,617664,16385,5,5,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,828992,16385,5,5,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,708384,16385,5,5,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,869056,16386,6,6,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,398368,16386,6,6,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,688832,16386,6,6,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,571104,16386,6,6,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,650624,16386,6,6,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,615936,16386,6,6,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,1000128,16386,6,6,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,487840,16386,6,6,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,825184,16386,6,6,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,589504,16386,6,6,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,784960,16386,6,6,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,692544,16386,6,6,64,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,725504,16387,7,7,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,354976,16387,7,7,32,0,1,0,0,1,1024,0,0,0,30
spmv_kernel,634848,16387,7,7,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,546080,16387,7,7,32,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,611584,16387,7,7,32,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,611296,16387,7,7,32,2,1,0,0,1,1024,0,0,0,28
spmv_kernel,835552,16387,7,7,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,422144,16387,7,7,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,737728,16387,7,7,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,571200,16387,7,7,64,1,1,0,0,1,1024,0,0,0,28
spmv_kernel,725824,16387,7,7,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,673216,16387,7,7,64,2,1,0,0,1,1024,0,0,0,28
