Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,PRECISION,TEXTURE_MEMORY,WORK_PER_THREAD,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
md_helper,611296,18930,631,631,32,0,4,1024,0,0,0,32
md_helper,594048,18684,346,346,64,0,4,1024,0,0,0,40
md_helper,411040,24628,94,94,32,0,3,1024,0,0,0,32
md_helper,292512,74028,597,597,64,0,1,1024,0,0,0,40
md_helper,374016,36921,397,397,64,0,2,1024,0,0,0,40
md_helper,632160,18902,727,727,32,0,4,1024,0,0,0,32
md_helper,340512,37107,399,399,32,0,2,1024,0,0,0,32
md_helper,700544,18829,991,991,32,0,4,1024,0,0,0,32
md_helper,892800,15288,728,728,64,0,5,1024,0,0,0,40
md_helper,444096,24726,634,634,32,0,3,1024,0,0,0,32
md_helper,243808,73788,129,129,64,0,1,1024,0,0,0,40
md_helper,376192,36994,698,698,64,0,2,1024,0,0,0,40
md_helper,685216,14941,223,223,64,0,5,1024,0,0,0,40
md_helper,221984,73829,371,371,32,0,1,1024,0,0,0,30
md_helper,648256,14900,298,298,32,0,5,1024,0,0,0,32
md_helper,248224,73948,973,973,64,0,1,1024,0,0,0,40
md_helper,427104,24743,227,227,32,0,3,1024,0,0,0,32
md_helper,710240,15240,508,508,32,0,5,1024,0,0,0,32
md_helper,551360,18528,193,193,32,0,4,1024,0,0,0,32
md_helper,418720,24660,411,411,32,0,3,1024,0,0,0,32
md_helper,431584,24910,470,470,32,0,3,1024,0,0,0,32
md_helper,672064,14752,8,8,32,0,5,1024,0,0,0,32
md_helper,264544,73800,410,410,64,0,1,1024,0,0,0,40
md_helper,881312,14928,933,933,32,0,5,1024,0,0,0,32
md_helper,224416,73803,219,219,32,0,1,1024,0,0,0,30
md_helper,305408,36864,576,576,32,0,2,1024,0,0,0,32
md_helper,656896,18502,841,841,32,0,4,1024,0,0,0,32
md_helper,436288,24990,490,490,32,0,3,1024,0,0,0,32
md_helper,363200,74315,835,835,64,0,1,1024,0,0,0,40
md_helper,855392,15570,865,865,32,0,5,1024,0,0,0,32
md_helper,288608,73923,601,601,64,0,1,1024,0,0,0,40
md_helper,336480,37506,987,987,32,0,2,1024,0,0,0,32
md_helper,424320,24640,448,448,32,0,3,1024,0,0,0,32
md_helper,236320,74370,670,670,32,0,1,1024,0,0,0,30
md_helper,460000,24640,560,560,32,0,3,1024,0,0,0,32
md_helper,401696,24617,103,103,32,0,3,1024,0,0,0,32
md_helper,665568,15007,349,349,32,0,5,1024,0,0,0,32
md_helper,257056,73899,621,621,64,0,1,1024,0,0,0,40
md_helper,724192,14840,530,530,32,0,5,1024,0,0,0,32
md_helper,402624,24850,355,355,32,0,3,1024,0,0,0,32
md_helper,420384,24882,429,429,32,0,3,1024,0,0,0,32
md_helper,313792,36966,202,202,32,0,2,1024,0,0,0,32
md_helper,248672,73780,217,217,64,0,1,1024,0,0,0,40
md_helper,415424,24592,212,212,32,0,3,1024,0,0,0,32
md_helper,647040,14790,85,85,32,0,5,1024,0,0,0,32
md_helper,452192,24890,655,655,32,0,3,1024,0,0,0,32
md_helper,304480,36924,181,181,32,0,2,1024,0,0,0,32
md_helper,249664,73944,948,948,64,0,1,1024,0,0,0,40
md_helper,219936,73746,51,51,32,0,1,1024,0,0,0,30
md_helper,227616,73738,229,229,32,0,1,1024,0,0,0,30
md_helper,217664,73950,493,493,32,0,1,1024,0,0,0,30
md_helper,614112,14819,203,203,32,0,5,1024,0,0,0,32
md_helper,453248,24957,531,531,32,0,3,1024,0,0,0,32
md_helper,523264,18450,45,45,32,0,4,1024,0,0,0,32
md_helper,628416,14756,238,238,32,0,5,1024,0,0,0,32
md_helper,652896,14800,148,148,32,0,5,1024,0,0,0,32
md_helper,257248,74052,363,363,64,0,1,1024,0,0,0,40
md_helper,575936,18768,552,552,32,0,4,1024,0,0,0,32
md_helper,433088,24638,254,254,32,0,3,1024,0,0,0,32
md_helper,780704,14784,672,672,32,0,5,1024,0,0,0,32
md_helper,256031,74250,750,750,32,0,1,1024,0,0,0,30
md_helper,257279,73876,506,506,64,0,1,1024,0,0,0,40
md_helper,311200,73728,24,24,64,0,1,1024,0,0,0,40
md_helper,360928,74360,845,845,64,0,1,1024,0,0,0,40
md_helper,744448,14950,575,575,32,0,5,1024,0,0,0,32
md_helper,520608,18444,87,87,32,0,4,1024,0,0,0,32
md_helper,404704,73738,14,14,64,0,1,1024,0,0,0,40
md_helper,515424,18476,298,298,32,0,4,1024,0,0,0,32
md_helper,236640,73892,406,406,32,0,1,1024,0,0,0,30
md_helper,235584,73788,172,172,64,0,1,1024,0,0,0,40
md_helper,266496,73808,659,659,64,0,1,1024,0,0,0,40
md_helper,234688,74200,530,530,32,0,1,1024,0,0,0,30
md_helper,557664,18676,406,406,32,0,4,1024,0,0,0,32
