Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,UNROLL_OUTER_LOOP,UNROLL_INNER_LOOP,CHUNK_FACTOR,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
BFS_kernel_warp,1729536,1000000,1,1,0,0,1,1024,0,0,0,20
BFS_kernel_warp,1482752,500000,1,1,0,0,2,1024,0,0,0,20
BFS_kernel_warp,1448960,250000,1,1,0,0,4,1024,0,0,0,20
BFS_kernel_warp,1435648,125000,1,1,0,0,8,1024,0,0,0,20
BFS_kernel_warp,1576960,1000000,1,1,0,1,1,1024,0,0,0,20
BFS_kernel_warp,1482752,500000,1,1,0,1,2,1024,0,0,0,20
BFS_kernel_warp,1451008,250000,1,1,0,1,4,1024,0,0,0,20
BFS_kernel_warp,1439744,125000,1,1,0,1,8,1024,0,0,0,20
BFS_kernel_warp,1575936,1000000,1,1,1,0,1,1024,0,0,0,20
BFS_kernel_warp,1483776,500000,1,1,1,0,2,1024,0,0,0,20
BFS_kernel_warp,1447936,250000,1,1,1,0,4,1024,0,0,0,20
BFS_kernel_warp,1434624,125000,1,1,1,0,8,1024,0,0,0,20
BFS_kernel_warp,1577984,1000000,1,1,1,1,1,1024,0,0,0,20
BFS_kernel_warp,1481728,500000,1,1,1,1,2,1024,0,0,0,20
BFS_kernel_warp,1447936,250000,1,1,1,1,4,1024,0,0,0,20
BFS_kernel_warp,1435648,125000,1,1,1,1,8,1024,0,0,0,20
BFS_kernel_warp,796672,1000000,2,2,0,0,1,1024,0,0,0,20
BFS_kernel_warp,751616,500000,2,2,0,0,2,1024,0,0,0,20
BFS_kernel_warp,735232,250000,2,2,0,0,4,1024,0,0,0,20
BFS_kernel_warp,732160,125000,2,2,0,0,8,1024,0,0,0,20
BFS_kernel_warp,799744,1000000,2,2,0,1,1,1024,0,0,0,20
BFS_kernel_warp,750592,500000,2,2,0,1,2,1024,0,0,0,20
BFS_kernel_warp,735232,250000,2,2,0,1,4,1024,0,0,0,20
BFS_kernel_warp,732160,125000,2,2,0,1,8,1024,0,0,0,20
BFS_kernel_warp,797696,1000000,2,2,1,0,1,1024,0,0,0,20
BFS_kernel_warp,750592,500000,2,2,1,0,2,1024,0,0,0,20
BFS_kernel_warp,735232,250000,2,2,1,0,4,1024,0,0,0,20
BFS_kernel_warp,731136,125000,2,2,1,0,8,1024,0,0,0,20
BFS_kernel_warp,795648,1000000,2,2,1,1,1,1024,0,0,0,20
BFS_kernel_warp,750592,500000,2,2,1,1,2,1024,0,0,0,20
BFS_kernel_warp,735232,250000,2,2,1,1,4,1024,0,0,0,20
BFS_kernel_warp,731136,125000,2,2,1,1,8,1024,0,0,0,20
BFS_kernel_warp,535552,1000002,3,3,0,0,1,1024,0,0,0,20
BFS_kernel_warp,506880,500001,3,3,0,0,2,1024,0,0,0,20
BFS_kernel_warp,496640,250002,3,3,0,0,4,1024,0,0,0,20
BFS_kernel_warp,497664,125001,3,3,0,0,8,1024,0,0,0,20
BFS_kernel_warp,540672,1000002,3,3,0,1,1,1024,0,0,0,20
BFS_kernel_warp,507904,500001,3,3,0,1,2,1024,0,0,0,20
BFS_kernel_warp,497664,250002,3,3,0,1,4,1024,0,0,0,20
BFS_kernel_warp,497664,125001,3,3,0,1,8,1024,0,0,0,20
BFS_kernel_warp,535552,1000002,3,3,1,0,1,1024,0,0,0,20
