Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,UNROLL_OUTER_LOOP,UNROLL_INNER_LOOP,CHUNK_FACTOR,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
BFS_kernel_warp,3315712,1000000,1,1,0,0,1,1024,0,0,0,20
BFS_kernel_warp,2969376,500000,1,1,0,0,2,1024,0,0,0,20
BFS_kernel_warp,2893184,250000,1,1,0,0,4,1024,0,0,0,20
BFS_kernel_warp,2859072,125000,1,1,0,0,8,1024,0,0,0,20
BFS_kernel_warp,3128448,1000000,1,1,0,1,1,1024,0,0,0,20
BFS_kernel_warp,2968608,500000,1,1,0,1,2,1024,0,0,0,20
BFS_kernel_warp,2893312,250000,1,1,0,1,4,1024,0,0,0,20
BFS_kernel_warp,2858912,125000,1,1,0,1,8,1024,0,0,0,20
BFS_kernel_warp,3125024,1000000,1,1,1,0,1,1024,0,0,0,20
BFS_kernel_warp,2968544,500000,1,1,1,0,2,1024,0,0,0,20
BFS_kernel_warp,2893728,250000,1,1,1,0,4,1024,0,0,0,20
BFS_kernel_warp,2859104,125000,1,1,1,0,8,1024,0,0,0,20
BFS_kernel_warp,3133440,1000000,1,1,1,1,1,1024,0,0,0,20
BFS_kernel_warp,2969216,500000,1,1,1,1,2,1024,0,0,0,20
BFS_kernel_warp,2893600,250000,1,1,1,1,4,1024,0,0,0,20
BFS_kernel_warp,2859392,125000,1,1,1,1,8,1024,0,0,0,20
BFS_kernel_warp,1584096,1000000,2,2,0,0,1,1024,0,0,0,20
BFS_kernel_warp,1495776,500000,2,2,0,0,2,1024,0,0,0,20
BFS_kernel_warp,1458464,250000,2,2,0,0,4,1024,0,0,0,20
BFS_kernel_warp,1443744,125000,2,2,0,0,8,1024,0,0,0,20
BFS_kernel_warp,1586560,1000000,2,2,0,1,1,1024,0,0,0,20
BFS_kernel_warp,1495072,500000,2,2,0,1,2,1024,0,0,0,20
BFS_kernel_warp,1459360,250000,2,2,0,1,4,1024,0,0,0,20
BFS_kernel_warp,1445056,125000,2,2,0,1,8,1024,0,0,0,20
BFS_kernel_warp,1588192,1000000,2,2,1,0,1,1024,0,0,0,20
BFS_kernel_warp,1495552,500000,2,2,1,0,2,1024,0,0,0,20
BFS_kernel_warp,1458784,250000,2,2,1,0,4,1024,0,0,0,20
BFS_kernel_warp,1443712,125000,2,2,1,0,8,1024,0,0,0,20
BFS_kernel_warp,1584000,1000000,2,2,1,1,1,1024,0,0,0,20
BFS_kernel_warp,1495936,500000,2,2,1,1,2,1024,0,0,0,20
BFS_kernel_warp,1467840,250000,2,2,1,1,4,1024,0,0,0,20
BFS_kernel_warp,1443776,125000,2,2,1,1,8,1024,0,0,0,20
BFS_kernel_warp,1073056,1000002,3,3,0,0,1,1024,0,0,0,20
BFS_kernel_warp,1003936,500001,3,3,0,0,2,1024,0,0,0,20
BFS_kernel_warp,980640,250002,3,3,0,0,4,1024,0,0,0,20
BFS_kernel_warp,973216,125001,3,3,0,0,8,1024,0,0,0,20
BFS_kernel_warp,1071136,1000002,3,3,0,1,1,1024,0,0,0,20
BFS_kernel_warp,1003551,500001,3,3,0,1,2,1024,0,0,0,20
BFS_kernel_warp,979808,250002,3,3,0,1,4,1024,0,0,0,20
BFS_kernel_warp,972864,125001,3,3,0,1,8,1024,0,0,0,20
BFS_kernel_warp,1075136,1000002,3,3,1,0,1,1024,0,0,0,20
BFS_kernel_warp,1003775,500001,3,3,1,0,2,1024,0,0,0,20
BFS_kernel_warp,980032,250002,3,3,1,0,4,1024,0,0,0,20
BFS_kernel_warp,972800,125001,3,3,1,0,8,1024,0,0,0,20
BFS_kernel_warp,1076128,1000002,3,3,1,1,1,1024,0,0,0,20
BFS_kernel_warp,1003520,500001,3,3,1,1,2,1024,0,0,0,20
BFS_kernel_warp,979168,250002,3,3,1,1,4,1024,0,0,0,20
BFS_kernel_warp,973472,125001,3,3,1,1,8,1024,0,0,0,20
BFS_kernel_warp,818784,1000000,4,4,0,0,1,1024,0,0,0,20
BFS_kernel_warp,756384,500000,4,4,0,0,2,1024,0,0,0,20
BFS_kernel_warp,739008,250000,4,4,0,0,4,1024,0,0,0,20
BFS_kernel_warp,737280,125000,4,4,0,0,8,1024,0,0,0,20
BFS_kernel_warp,815520,1000000,4,4,0,1,1,1024,0,0,0,20
BFS_kernel_warp,756832,500000,4,4,0,1,2,1024,0,0,0,20
BFS_kernel_warp,738560,250000,4,4,0,1,4,1024,0,0,0,20
BFS_kernel_warp,736256,125000,4,4,0,1,8,1024,0,0,0,20
BFS_kernel_warp,815520,1000000,4,4,1,0,1,1024,0,0,0,20
