Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,GRID_SIZE,PRECISION,LOOP_UNROLL_REDUCE_1,LOOP_UNROLL_REDUCE_2,TEXTURE_MEMORY,KERNEL_SHARED_MEMORY_SIZE,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
reduce_helper,1330367872,1,1,1,1,32,0,0,0,1,1024,16,0,0,13
reduce_helper,1323992320,1,1,1,1,32,0,1,0,1,1024,16,0,0,11
reduce_helper,1323403392,1,1,1,1,32,1,0,0,1,1024,16,0,0,13
reduce_helper,1324035584,1,1,1,1,32,1,1,0,1,1024,16,0,0,11
reduce_helper,1375677952,1,1,1,1,64,0,0,0,1,1024,32,0,0,15
reduce_helper,1375715712,1,1,1,1,64,0,1,0,1,1024,32,0,0,13
reduce_helper,1376089728,1,1,1,1,64,1,0,0,1,1024,32,0,0,15
reduce_helper,1376500480,1,1,1,1,64,1,1,0,1,1024,32,0,0,13
reduce_helper,897571264,2,1,1,2,32,0,0,0,1,1024,16,0,0,13
reduce_helper,897560832,2,1,1,2,32,0,1,0,1,1024,16,0,0,11
reduce_helper,897558400,2,1,1,2,32,1,0,0,1,1024,16,0,0,13
reduce_helper,897574976,2,1,1,2,32,1,1,0,1,1024,16,0,0,11
reduce_helper,918301568,2,1,1,2,64,0,0,0,1,1024,32,0,0,15
reduce_helper,918219328,2,1,1,2,64,0,1,0,1,1024,32,0,0,13
reduce_helper,918216320,2,1,1,2,64,1,0,0,1,1024,32,0,0,15
reduce_helper,918230272,2,1,1,2,64,1,1,0,1,1024,32,0,0,13
reduce_helper,688024512,4,1,1,4,32,0,0,0,1,1024,16,0,0,13
reduce_helper,688043264,4,1,1,4,32,0,1,0,1,1024,16,0,0,11
reduce_helper,687969024,4,1,1,4,32,1,0,0,1,1024,16,0,0,13
reduce_helper,688002176,4,1,1,4,32,1,1,0,1,1024,16,0,0,11
reduce_helper,459085824,4,1,1,4,64,0,0,0,1,1024,32,0,0,15
reduce_helper,459202112,4,1,1,4,64,0,1,0,1,1024,32,0,0,13
reduce_helper,459137984,4,1,1,4,64,1,0,0,1,1024,32,0,0,15
reduce_helper,459110880,4,1,1,4,64,1,1,0,1,1024,32,0,0,13
reduce_helper,343403872,8,1,1,8,32,0,0,0,1,1024,16,0,0,13
reduce_helper,343409024,8,1,1,8,32,0,1,0,1,1024,16,0,0,11
reduce_helper,343368256,8,1,1,8,32,1,0,0,1,1024,16,0,0,13
reduce_helper,343391360,8,1,1,8,32,1,1,0,1,1024,16,0,0,11
reduce_helper,229759072,8,1,1,8,64,0,0,0,1,1024,32,0,0,15
reduce_helper,229776288,8,1,1,8,64,0,1,0,1,1024,32,0,0,13
reduce_helper,229777952,8,1,1,8,64,1,0,0,1,1024,32,0,0,15
reduce_helper,229772704,8,1,1,8,64,1,1,0,1,1024,32,0,0,13
reduce_helper,171556544,16,1,1,16,32,0,0,0,1,1024,16,0,0,13
reduce_helper,171553696,16,1,1,16,32,0,1,0,1,1024,16,0,0,11
reduce_helper,171545120,16,1,1,16,32,1,0,0,1,1024,16,0,0,13
reduce_helper,171554784,16,1,1,16,32,1,1,0,1,1024,16,0,0,11
reduce_helper,114771264,16,1,1,16,64,0,0,0,1,1024,32,0,0,15
reduce_helper,114775520,16,1,1,16,64,0,1,0,1,1024,32,0,0,13
reduce_helper,114772928,16,1,1,16,64,1,0,0,1,1024,32,0,0,15
reduce_helper,114762464,16,1,1,16,64,1,1,0,1,1024,32,0,0,13
reduce_helper,86389280,32,1,1,32,32,0,0,0,1,1024,16,0,0,13
reduce_helper,86393888,32,1,1,32,32,0,1,0,1,1024,16,0,0,11
reduce_helper,86397952,32,1,1,32,32,1,0,0,1,1024,16,0,0,13
reduce_helper,86397664,32,1,1,32,32,1,1,0,1,1024,16,0,0,11
reduce_helper,57404160,32,1,1,32,64,0,0,0,1,1024,32,0,0,15
reduce_helper,57404000,32,1,1,32,64,0,1,0,1,1024,32,0,0,13
reduce_helper,57403360,32,1,1,32,64,1,0,0,1,1024,32,0,0,15
reduce_helper,57412576,32,1,1,32,64,1,1,0,1,1024,32,0,0,13
reduce_helper,43169472,64,1,1,64,32,0,0,0,1,1024,16,0,0,13
reduce_helper,43173920,64,1,1,64,32,0,1,0,1,1024,16,0,0,11
reduce_helper,43246784,64,1,1,64,32,1,0,0,1,1024,16,0,0,13
reduce_helper,43172384,64,1,1,64,32,1,1,0,1,1024,16,0,0,11
reduce_helper,28789760,64,1,1,64,64,0,0,0,1,1024,32,0,0,15
reduce_helper,28785792,64,1,1,64,64,0,1,0,1,1024,32,0,0,13
reduce_helper,28801504,64,1,1,64,64,1,0,0,1,1024,32,0,0,15
reduce_helper,28782304,64,1,1,64,64,1,1,0,1,1024,32,0,0,13
reduce_helper,21668736,128,1,1,128,32,0,0,0,1,1024,16,0,0,13
reduce_helper,21652800,128,1,1,128,32,0,1,0,1,1024,16,0,0,11
reduce_helper,21777408,128,1,1,128,32,1,0,0,1,1024,16,0,0,13
reduce_helper,21702208,128,1,1,128,32,1,1,0,1,1024,16,0,0,11
reduce_helper,15107232,128,1,1,128,64,0,0,0,1,1024,32,0,0,15
reduce_helper,15152608,128,1,1,128,64,0,1,0,1,1024,32,0,0,13
reduce_helper,15136000,128,1,1,128,64,1,0,0,1,1024,32,0,0,15
reduce_helper,15155456,128,1,1,128,64,1,1,0,1,1024,32,0,0,13
reduce_helper,10932128,256,1,1,256,32,0,0,0,1,1024,16,0,0,13
reduce_helper,10925888,256,1,1,256,32,0,1,0,1,1024,16,0,0,11
reduce_helper,10931392,256,1,1,256,32,1,0,0,1,1024,16,0,0,13
reduce_helper,10926560,256,1,1,256,32,1,1,0,1,1024,16,0,0,11
reduce_helper,8226464,256,1,1,256,64,0,0,0,1,1024,32,0,0,15
reduce_helper,8225760,256,1,1,256,64,0,1,0,1,1024,32,0,0,13
reduce_helper,8254912,256,1,1,256,64,1,0,0,1,1024,32,0,0,15
reduce_helper,8196096,256,1,1,256,64,1,1,0,1,1024,32,0,0,13
reduce_helper,5666528,512,1,1,512,32,0,0,0,1,1024,16,0,0,13
reduce_helper,5668960,512,1,1,512,32,0,1,0,1,1024,16,0,0,11
reduce_helper,5665248,512,1,1,512,32,1,0,0,1,1024,16,0,0,13
reduce_helper,5666976,512,1,1,512,32,1,1,0,1,1024,16,0,0,11
reduce_helper,7319648,512,1,1,512,64,0,0,0,1,1024,32,0,0,15
reduce_helper,7320960,512,1,1,512,64,0,1,0,1,1024,32,0,0,13
reduce_helper,7319744,512,1,1,512,64,1,0,0,1,1024,32,0,0,15
reduce_helper,7320288,512,1,1,512,64,1,1,0,1,1024,32,0,0,13
reduce_helper,5673440,1024,1,1,1024,32,0,0,0,1,1024,16,0,0,13
reduce_helper,5673568,1024,1,1,1024,32,0,1,0,1,1024,16,0,0,11
reduce_helper,5675104,1024,1,1,1024,32,1,0,0,1,1024,16,0,0,13
reduce_helper,5676544,1024,1,1,1024,32,1,1,0,1,1024,16,0,0,11
reduce_helper,7330080,1024,1,1,1024,64,0,0,0,1,1024,32,0,0,15
reduce_helper,7327936,1024,1,1,1024,64,0,1,0,1,1024,32,0,0,13
reduce_helper,7331168,1024,1,1,1024,64,1,0,0,1,1024,32,0,0,15
reduce_helper,7323360,1024,1,1,1024,64,1,1,0,1,1024,32,0,0,13
reduce_helper,901417792,2,2,2,1,32,0,0,0,1,1024,32,0,0,13
reduce_helper,901753024,2,2,2,1,32,0,1,0,1,1024,32,0,0,14
reduce_helper,901420992,2,2,2,1,32,1,0,0,1,1024,32,0,0,13
reduce_helper,901394432,2,2,2,1,32,1,1,0,1,1024,32,0,0,14
reduce_helper,921528256,2,2,2,1,64,0,0,0,1,1024,64,0,0,15
reduce_helper,921632512,2,2,2,1,64,0,1,0,1,1024,64,0,0,14
reduce_helper,921822976,2,2,2,1,64,1,0,0,1,1024,64,0,0,15
reduce_helper,922259008,2,2,2,1,64,1,1,0,1,1024,64,0,0,14
reduce_helper,687586688,4,2,2,2,32,0,0,0,1,1024,32,0,0,13
reduce_helper,687562752,4,2,2,2,32,0,1,0,1,1024,32,0,0,14
reduce_helper,687556224,4,2,2,2,32,1,0,0,1,1024,32,0,0,13
reduce_helper,687621824,4,2,2,2,32,1,1,0,1,1024,32,0,0,14
reduce_helper,460655872,4,2,2,2,64,0,0,0,1,1024,64,0,0,15
reduce_helper,460694976,4,2,2,2,64,0,1,0,1,1024,64,0,0,14
reduce_helper,460623808,4,2,2,2,64,1,0,0,1,1024,64,0,0,15
reduce_helper,460771360,4,2,2,2,64,1,1,0,1,1024,64,0,0,14
reduce_helper,343947808,8,2,2,4,32,0,0,0,1,1024,32,0,0,13
reduce_helper,343936288,8,2,2,4,32,0,1,0,1,1024,32,0,0,14
reduce_helper,343936352,8,2,2,4,32,1,0,0,1,1024,32,0,0,13
reduce_helper,344001408,8,2,2,4,32,1,1,0,1,1024,32,0,0,14
reduce_helper,230445312,8,2,2,4,64,0,0,0,1,1024,64,0,0,15
reduce_helper,230499456,8,2,2,4,64,0,1,0,1,1024,64,0,0,14
reduce_helper,230448032,8,2,2,4,64,1,0,0,1,1024,64,0,0,15
reduce_helper,230463584,8,2,2,4,64,1,1,0,1,1024,64,0,0,14
reduce_helper,171870848,16,2,2,8,32,0,0,0,1,1024,32,0,0,13
reduce_helper,171859968,16,2,2,8,32,0,1,0,1,1024,32,0,0,14
reduce_helper,171866368,16,2,2,8,32,1,0,0,1,1024,32,0,0,13
reduce_helper,171877792,16,2,2,8,32,1,1,0,1,1024,32,0,0,14
reduce_helper,115318304,16,2,2,8,64,0,0,0,1,1024,64,0,0,15
reduce_helper,115291104,16,2,2,8,64,0,1,0,1,1024,64,0,0,14
reduce_helper,115280608,16,2,2,8,64,1,0,0,1,1024,64,0,0,15
reduce_helper,115267296,16,2,2,8,64,1,1,0,1,1024,64,0,0,14
reduce_helper,85927616,32,2,2,16,32,0,0,0,1,1024,32,0,0,13
reduce_helper,85939872,32,2,2,16,32,0,1,0,1,1024,32,0,0,14
reduce_helper,85946400,32,2,2,16,32,1,0,0,1,1024,32,0,0,13
