Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,PRECISION,FORMAT,UNROLL_LOOP_1,UNROLL_LOOP_2,TEXTURE_MEMORY,THREADS_PER_ROW,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
spmv_kernel,97056,16454,433,433,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,149216,16600,332,332,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,174464,16401,497,497,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,296672,16647,537,537,64,2,0,0,0,1,1024,0,0,0,20
spmv_kernel,228608,16600,415,415,32,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,242592,16653,273,273,64,1,0,0,0,1,1024,0,0,0,20
spmv_kernel,95776,16560,360,360,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,124800,16884,938,938,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,180672,16560,720,720,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,174880,16764,381,381,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,103296,16390,298,298,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,187456,16762,578,578,64,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,92480,16393,97,97,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,160576,16596,461,461,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,339424,16967,893,893,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,125824,16740,930,930,64,0,1,0,0,1,1024,0,0,0,27
spmv_kernel,174624,16397,19,19,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,176064,16484,317,317,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,118560,16416,48,48,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,382560,16405,965,965,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,87072,16482,134,134,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,89696,16640,520,520,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,189888,16709,341,341,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,90560,16498,146,146,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,159360,16515,367,367,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,170432,16863,511,511,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,90752,16544,176,176,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,87040,16416,114,114,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,84128,16812,467,467,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,140928,16432,316,316,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,184000,16408,56,56,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,191872,16758,441,441,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,88288,16416,38,38,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,87776,16448,257,257,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,172736,16464,84,84,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,174880,16485,471,471,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,177248,17000,850,850,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,187424,16464,336,336,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,289024,17094,777,777,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,169568,16798,454,454,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,159328,16478,107,107,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,121248,16400,41,41,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,169760,16848,468,468,32,0,0,0,0,1,1024,0,0,0,18
spmv_kernel,207808,16501,569,569,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,144288,16692,321,321,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,153728,16385,5,5,32,1,1,0,0,1,1024,0,0,0,26
spmv_kernel,154816,16416,72,72,32,2,1,0,0,1,1024,0,0,0,26
spmv_kernel,91360,16660,595,595,32,0,1,0,0,1,1024,0,0,0,28
spmv_kernel,89024,16402,59,59,32,0,1,0,0,1,1024,0,0,0,28
