Kernel name,Computation duration (ns),Global size 0,Local size 0,Global size 1,Local size 1,Global size 2,Local size 2,BLOCK_SIZE,GRID_SIZE,PRECISION,UNROLL_LOOP_1,UNROLL_LOOP_2,SET_SHARED_MEMORY_SIZE,Maximum work-group size 0,Local memory size 0,Private memory size 0,Constant memory size 0,Registers count 0,Maximum work-group size 1,Local memory size 1,Private memory size 1,Constant memory size 1,Registers count 1,Maximum work-group size 2,Local memory size 2,Private memory size 2,Constant memory size 2,Registers count 2
scan,226219160,1,1,1,1,1,1,16,1,32,0,0,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,207425622,1,1,1,1,1,1,16,1,32,0,1,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,144359747,1,1,1,1,1,1,16,1,32,1,0,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,144344950,1,1,1,1,1,1,16,1,32,1,1,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,120642457,1,1,1,1,1,1,16,1,64,0,0,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,120656565,1,1,1,1,1,1,16,1,64,0,1,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,113574844,1,1,1,1,1,1,16,1,64,1,0,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,113598407,1,1,1,1,1,1,16,1,64,1,1,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,103883369,1,1,1,1,1,1,16,2,32,0,0,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,103988421,1,1,1,1,1,1,16,2,32,0,1,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,72315610,1,1,1,1,1,1,16,2,32,1,0,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,72357500,1,1,1,1,1,1,16,2,32,1,1,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,60551104,1,1,1,1,1,1,16,2,64,0,0,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,60552503,1,1,1,1,1,1,16,2,64,0,1,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,56985730,1,1,1,1,1,1,16,2,64,1,0,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,57040199,1,1,1,1,1,1,16,2,64,1,1,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,52190991,1,1,1,1,1,1,16,4,32,0,0,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,52135149,1,1,1,1,1,1,16,4,32,0,1,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,36464144,1,1,1,1,1,1,16,4,32,1,0,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,36415131,1,1,1,1,1,1,16,4,32,1,1,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
scan,30778411,1,1,1,1,1,1,16,4,64,0,0,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,35019048,1,1,1,1,1,1,16,4,64,0,1,1,1024,512,0,0,28,1024,1024,0,0,15,1024,1032,0,0,25
scan,32492355,1,1,1,1,1,1,16,4,64,1,0,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,32489097,1,1,1,1,1,1,16,4,64,1,1,1,1024,512,0,0,28,1024,1024,0,0,14,1024,1032,0,0,32
scan,29581808,1,1,1,1,1,1,16,8,32,0,0,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,29517442,1,1,1,1,1,1,16,8,32,0,1,1,1024,256,0,0,31,1024,512,0,0,12,1024,516,0,0,18
scan,20677655,1,1,1,1,1,1,16,8,32,1,0,1,1024,256,0,0,31,1024,512,0,0,10,1024,516,0,0,29
