Kernel name,Computation duration (ns),Global size 0,Local size 0,Global size 1,Local size 1,Global size 2,Local size 2,BLOCK_SIZE,GRID_SIZE,PRECISION,UNROLL_LOOP_1,UNROLL_LOOP_2,SET_SHARED_MEMORY_SIZE,Maximum work-group size 0,Local memory size 0,Private memory size 0,Constant memory size 0,Registers count 0,Maximum work-group size 1,Local memory size 1,Private memory size 1,Constant memory size 1,Registers count 1,Maximum work-group size 2,Local memory size 2,Private memory size 2,Constant memory size 2,Registers count 2
scan,1725834,1,1,1,1,1,1,512,256,64,1,0,1,1024,16384,0,0,30,1024,32768,0,0,16,1024,32776,0,0,28
scan,1555836,1,1,1,1,1,1,512,32,32,0,1,1,1024,8192,0,0,27,1024,16384,0,0,11,1024,16388,0,0,16
scan,78080946,1,1,1,1,1,1,16,4,64,1,1,1,1024,512,0,0,30,1024,1024,0,0,16,1024,1032,0,0,30
scan,95722666,1,1,1,1,1,1,64,1,64,1,0,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,28
scan,3759934,1,1,1,1,1,1,512,8,32,1,1,1,1024,8192,0,0,27,1024,16384,0,0,8,1024,16388,0,0,15
scan,34556730,1,1,1,1,1,1,64,4,32,1,1,1,1024,1024,0,0,27,1024,2048,0,0,8,1024,2052,0,0,17
scan,38848787,1,1,1,1,1,1,16,8,64,0,0,1,1024,512,0,0,30,1024,1024,0,0,16,1024,1032,0,0,28
scan,2868344,1,1,1,1,1,1,128,32,32,0,1,1,1024,2048,0,0,27,1024,4096,0,0,11,1024,4100,0,0,16
scan,149552491,1,1,1,1,1,1,64,1,32,1,0,1,1024,1024,0,0,27,1024,2048,0,0,12,1024,2052,0,0,16
scan,5157838,1,1,1,1,1,1,128,16,32,1,1,1,1024,2048,0,0,27,1024,4096,0,0,8,1024,4100,0,0,17
scan,1526602,1,1,1,1,1,1,128,64,64,1,1,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,24
scan,2408754,1,1,1,1,1,1,128,32,64,1,0,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,28
scan,1785749,1,1,1,1,1,1,128,64,32,1,1,1,1024,2048,0,0,27,1024,4096,0,0,8,1024,4100,0,0,17
scan,23558734,1,1,1,1,1,1,64,4,64,1,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,24
scan,76439632,1,1,1,1,1,1,128,1,32,1,1,1,1024,2048,0,0,27,1024,4096,0,0,8,1024,4100,0,0,17
scan,1841127,1,1,1,1,1,1,128,64,32,1,0,1,1024,2048,0,0,27,1024,4096,0,0,12,1024,4100,0,0,16
scan,52349700,1,1,1,1,1,1,128,1,64,0,1,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,28
scan,1749475,1,1,1,1,1,1,128,64,32,0,1,1,1024,2048,0,0,27,1024,4096,0,0,11,1024,4100,0,0,16
scan,12364092,1,1,1,1,1,1,512,2,64,1,1,1,1024,16384,0,0,30,1024,32768,0,0,16,1024,32776,0,0,24
scan,2193912,1,1,1,1,1,1,128,32,64,1,1,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,24
scan,55577942,1,1,1,1,1,1,128,1,64,1,0,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,28
scan,1568925,1,1,1,1,1,1,512,64,64,1,0,1,1024,16384,0,0,30,1024,32768,0,0,16,1024,32776,0,0,28
scan,3629887,1,1,1,1,1,1,128,16,64,1,1,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,24
scan,46933971,1,1,1,1,1,1,64,2,64,1,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,24
scan,2878015,1,1,1,1,1,1,128,32,32,1,1,1,1024,2048,0,0,27,1024,4096,0,0,8,1024,4100,0,0,17
scan,1797303,1,1,1,1,1,1,256,32,64,1,1,1,1024,8192,0,0,30,1024,16384,0,0,16,1024,16392,0,0,24
scan,3609846,1,1,1,1,1,1,128,16,64,0,1,1,1024,4096,0,0,30,1024,8192,0,0,16,1024,8200,0,0,28
scan,154783431,1,1,1,1,1,1,16,2,64,0,1,1,1024,512,0,0,30,1024,1024,0,0,16,1024,1032,0,0,28
scan,2006883,1,1,1,1,1,1,64,64,64,0,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,28
scan,87481930,1,1,1,1,1,1,64,1,64,1,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,24
scan,2006832,1,1,1,1,1,1,64,64,64,1,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,24
scan,3273382,1,1,1,1,1,1,64,32,64,1,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,24
scan,87021618,1,1,1,1,1,1,64,1,64,0,1,1,1024,2048,0,0,30,1024,4096,0,0,16,1024,4104,0,0,28
