Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,UNROLL_OUTER_LOOP,UNROLL_INNER_LOOP,CHUNK_FACTOR,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
BFS_kernel_warp,401088,250263,621,621,0,1,4,1024,0,0,0,20
BFS_kernel_warp,270272,500018,233,233,0,1,2,1024,0,0,0,20
BFS_kernel_warp,342240,125430,678,678,0,1,8,1024,0,0,0,20
BFS_kernel_warp,256960,250035,237,237,0,1,4,1024,0,0,0,20
BFS_kernel_warp,275424,125280,480,480,1,0,8,1024,0,0,0,20
BFS_kernel_warp,295264,1000464,912,912,1,1,1,1024,0,0,0,20
BFS_kernel_warp,314304,250320,745,745,1,1,4,1024,0,0,0,20
BFS_kernel_warp,354944,125034,42,42,1,1,8,1024,0,0,0,20
BFS_kernel_warp,337472,125001,129,129,1,0,8,1024,0,0,0,20
BFS_kernel_warp,245504,500092,124,124,0,0,2,1024,0,0,0,20
BFS_kernel_warp,270976,500016,88,88,1,0,2,1024,0,0,0,20
BFS_kernel_warp,301056,500383,793,793,0,0,2,1024,0,0,0,20
BFS_kernel_warp,285728,500094,882,882,0,0,2,1024,0,0,0,20
BFS_kernel_warp,279808,125204,226,226,0,0,8,1024,0,0,0,20
BFS_kernel_warp,268288,500024,56,56,1,0,2,1024,0,0,0,20
BFS_kernel_warp,351424,125489,637,637,0,0,8,1024,0,0,0,20
BFS_kernel_warp,308320,125820,932,932,0,0,8,1024,0,0,0,20
BFS_kernel_warp,302912,125400,825,825,0,0,8,1024,0,0,0,20
BFS_kernel_warp,319488,1000296,396,396,0,0,1,1024,0,0,0,20
BFS_kernel_warp,254655,250498,499,499,0,0,4,1024,0,0,0,20
BFS_kernel_warp,299200,500810,821,821,0,0,2,1024,0,0,0,20
BFS_kernel_warp,304448,125052,204,204,0,0,8,1024,0,0,0,20
BFS_kernel_warp,276480,250410,982,982,1,0,4,1024,0,0,0,20
BFS_kernel_warp,307584,1000025,425,425,0,0,1,1024,0,0,0,20
BFS_kernel_warp,264896,250368,489,489,0,0,4,1024,0,0,0,20
BFS_kernel_warp,378720,1000065,627,627,0,0,1,1024,0,0,0,20
BFS_kernel_warp,288800,1000035,213,213,0,0,1,1024,0,0,0,20
BFS_kernel_warp,282816,500256,864,864,0,0,2,1024,0,0,0,20
BFS_kernel_warp,343648,125417,751,751,0,0,8,1024,0,0,0,20
BFS_kernel_warp,244032,1000064,128,128,0,0,1,1024,0,0,0,20
BFS_kernel_warp,368640,250446,623,623,0,0,4,1024,0,0,0,20
BFS_kernel_warp,285248,1000065,957,957,1,0,1,1024,0,0,0,20
BFS_kernel_warp,257887,501000,1002,1002,0,0,2,1024,0,0,0,20
BFS_kernel_warp,292832,125040,80,80,0,0,8,1024,0,0,0,20
BFS_kernel_warp,292832,125218,914,914,0,0,8,1024,0,0,0,20
BFS_kernel_warp,315936,1000181,377,377,0,1,1,1024,0,0,0,20
BFS_kernel_warp,286752,1000080,432,432,0,0,1,1024,0,0,0,20
BFS_kernel_warp,277344,125120,184,184,0,0,8,1024,0,0,0,20
BFS_kernel_warp,284672,125112,401,401,0,0,8,1024,0,0,0,20
BFS_kernel_warp,302144,1000283,941,941,1,0,1,1024,0,0,0,20
BFS_kernel_warp,344064,250128,324,324,0,0,4,1024,0,0,0,20
BFS_kernel_warp,322336,1000176,804,804,1,0,1,1024,0,0,0,20
BFS_kernel_warp,298464,1000560,880,880,0,0,1,1024,0,0,0,20
BFS_kernel_warp,284224,125154,409,409,0,0,8,1024,0,0,0,20
BFS_kernel_warp,284640,125580,805,805,0,1,8,1024,0,0,0,20
BFS_kernel_warp,322432,250200,695,695,0,0,4,1024,0,0,0,20
BFS_kernel_warp,284192,125048,812,812,0,1,8,1024,0,0,0,20
BFS_kernel_warp,335872,125290,335,335,0,1,8,1024,0,0,0,20
BFS_kernel_warp,328288,500040,45,45,0,1,2,1024,0,0,0,20
BFS_kernel_warp,1531392,125000,8,8,0,1,8,1024,0,0,0,20
BFS_kernel_warp,279104,125190,234,234,0,0,8,1024,0,0,0,20
BFS_kernel_warp,309280,250068,78,78,0,0,4,1024,0,0,0,20
BFS_kernel_warp,290816,125008,104,104,1,0,8,1024,0,0,0,20
BFS_kernel_warp,315968,250268,703,703,0,0,4,1024,0,0,0,20
BFS_kernel_warp,393248,125188,526,526,0,1,8,1024,0,0,0,20
BFS_kernel_warp,281952,125356,484,484,0,0,8,1024,0,0,0,20
BFS_kernel_warp,329728,500250,345,345,0,0,2,1024,0,0,0,20
BFS_kernel_warp,247808,500494,502,502,0,0,2,1024,0,0,0,20
BFS_kernel_warp,316864,250635,735,735,0,0,4,1024,0,0,0,20
BFS_kernel_warp,351168,1000327,701,701,0,0,1,1024,0,0,0,20
BFS_kernel_warp,273408,500526,897,897,0,1,2,1024,0,0,0,20
BFS_kernel_warp,251935,500094,243,243,1,0,2,1024,0,0,0,20
BFS_kernel_warp,280576,1000065,87,87,0,0,1,1024,0,0,0,20
BFS_kernel_warp,340192,125164,754,754,0,0,8,1024,0,0,0,20
BFS_kernel_warp,278496,125500,502,502,0,1,8,1024,0,0,0,20
