Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,WORK_PER_THREAD,LOOP_UNROLL_TRIAD,PRECISION,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
triad_helper,25728,107152,362,362,10,1,64,1024,0,0,0,17
triad_helper,14976,262480,386,386,2,1,32,1024,0,0,0,12
triad_helper,16416,527216,794,794,2,0,64,1024,0,0,0,15
triad_helper,16352,132916,707,707,4,0,32,1024,0,0,0,14
triad_helper,21024,133584,506,506,8,0,64,1024,0,0,0,15
triad_helper,19392,265456,706,706,4,1,64,1024,0,0,0,18
triad_helper,15168,105768,234,234,5,1,32,1024,0,0,0,16
triad_helper,21280,149952,781,781,7,0,64,1024,0,0,0,15
triad_helper,20640,52720,659,659,10,0,32,1024,0,0,0,14
triad_helper,25920,107680,673,673,10,1,64,1024,0,0,0,17
triad_helper,16992,90384,807,807,6,1,32,1024,0,0,0,14
triad_helper,16031,262196,649,649,2,1,32,1024,0,0,0,12
triad_helper,19296,87528,42,42,6,1,32,1024,0,0,0,14
triad_helper,20224,75520,944,944,7,1,32,1024,0,0,0,14
triad_helper,17184,175924,721,721,3,1,32,1024,0,0,0,16
triad_helper,17760,106636,503,503,5,1,32,1024,0,0,0,16
triad_helper,16896,265720,949,949,2,0,32,1024,0,0,0,16
triad_helper,19872,52736,103,103,10,1,32,1024,0,0,0,16
triad_helper,16896,133320,1010,1010,4,1,32,1024,0,0,0,14
triad_helper,22336,262384,62,62,2,0,32,1024,0,0,0,16
triad_helper,16768,524576,676,676,2,1,64,1024,0,0,0,13
triad_helper,17760,175680,549,549,3,1,32,1024,0,0,0,16
triad_helper,17024,264992,728,728,2,0,32,1024,0,0,0,16
triad_helper,16416,176148,699,699,3,1,32,1024,0,0,0,16
triad_helper,18656,106176,632,632,5,1,32,1024,0,0,0,16
triad_helper,22016,524656,121,121,2,1,64,1024,0,0,0,13
triad_helper,18464,524868,191,191,1,1,32,1024,0,0,0,12
triad_helper,15904,531024,897,897,2,1,64,1024,0,0,0,13
triad_helper,17728,88440,330,330,6,1,32,1024,0,0,0,14
triad_helper,16319,525056,448,448,1,1,32,1024,0,0,0,12
triad_helper,16224,133280,952,952,4,1,32,1024,0,0,0,14
triad_helper,19040,65536,64,64,8,1,32,1024,0,0,0,14
triad_helper,15648,263048,502,502,2,1,32,1024,0,0,0,12
triad_helper,16704,105288,321,321,5,1,32,1024,0,0,0,16
triad_helper,33728,262200,23,23,2,0,32,1024,0,0,0,16
triad_helper,17824,87648,132,132,6,1,32,1024,0,0,0,14
triad_helper,17824,174944,88,88,3,1,32,1024,0,0,0,16
triad_helper,46336,524340,27,27,1,1,32,1024,0,0,0,12
triad_helper,16608,174812,137,137,3,1,32,1024,0,0,0,16
triad_helper,15744,527644,949,949,1,1,32,1024,0,0,0,12
triad_helper,15520,263704,554,554,2,1,32,1024,0,0,0,12
triad_helper,17792,53340,381,381,10,1,32,1024,0,0,0,16
triad_helper,17984,87472,154,154,6,1,32,1024,0,0,0,14
triad_helper,19040,75140,221,221,7,1,32,1024,0,0,0,14
triad_helper,24608,262240,40,40,2,0,32,1024,0,0,0,16
triad_helper,16256,525888,396,396,2,1,64,1024,0,0,0,13
triad_helper,16448,263480,941,941,2,1,32,1024,0,0,0,12
triad_helper,18496,105644,539,539,5,1,32,1024,0,0,0,16
triad_helper,31296,174828,17,17,3,1,32,1024,0,0,0,16
triad_helper,15616,263024,967,967,2,0,32,1024,0,0,0,16
triad_helper,17088,131544,567,567,4,1,32,1024,0,0,0,14
triad_helper,18912,88880,404,404,6,1,32,1024,0,0,0,14
triad_helper,16864,133144,979,979,4,1,32,1024,0,0,0,14
triad_helper,16608,262640,196,196,2,0,32,1024,0,0,0,16
triad_helper,18240,87668,101,101,6,1,32,1024,0,0,0,14
triad_helper,15776,175244,227,227,3,1,32,1024,0,0,0,16
triad_helper,20576,53040,510,510,10,1,32,1024,0,0,0,16
triad_helper,15520,262752,782,782,2,1,32,1024,0,0,0,12
triad_helper,19040,262224,108,108,2,0,32,1024,0,0,0,16
triad_helper,22144,67284,801,801,8,1,32,1024,0,0,0,14
triad_helper,16832,527296,616,616,2,1,64,1024,0,0,0,13
triad_helper,22688,262304,56,56,2,0,32,1024,0,0,0,16
triad_helper,18144,52992,184,184,10,1,32,1024,0,0,0,16
triad_helper,18624,87548,509,509,6,1,32,1024,0,0,0,14
triad_helper,16063,174944,568,568,3,1,32,1024,0,0,0,16
triad_helper,28288,65536,8,8,8,1,32,1024,0,0,0,14
triad_helper,18496,59644,403,403,9,1,32,1024,0,0,0,15
triad_helper,18688,89600,896,896,6,1,32,1024,0,0,0,14
triad_helper,16992,104972,161,161,5,1,32,1024,0,0,0,16
triad_helper,24800,60224,941,941,9,1,32,1024,0,0,0,15
triad_helper,18720,75932,463,463,7,1,32,1024,0,0,0,14
triad_helper,33792,174780,15,15,3,1,32,1024,0,0,0,16
triad_helper,17120,527696,767,767,2,1,64,1024,0,0,0,13
triad_helper,16768,526240,299,299,2,1,64,1024,0,0,0,13
triad_helper,18368,75924,513,513,7,1,32,1024,0,0,0,14
triad_helper,17376,262800,180,180,2,0,32,1024,0,0,0,16
triad_helper,26080,87412,13,13,6,1,32,1024,0,0,0,14
triad_helper,26528,262220,35,35,2,0,32,1024,0,0,0,16
triad_helper,16768,132396,1003,1003,4,1,32,1024,0,0,0,14
triad_helper,16832,132012,579,579,4,1,32,1024,0,0,0,14
triad_helper,17728,106248,466,466,5,1,32,1024,0,0,0,16
triad_helper,16512,524552,551,551,1,1,32,1024,0,0,0,12
triad_helper,16672,131600,329,329,4,1,32,1024,0,0,0,14
triad_helper,18528,75184,74,74,7,1,32,1024,0,0,0,14
triad_helper,15360,263172,273,273,2,1,32,1024,0,0,0,12
triad_helper,16224,262676,677,677,2,1,32,1024,0,0,0,12
triad_helper,17920,104880,460,460,5,1,32,1024,0,0,0,16
triad_helper,22848,66368,976,976,8,1,32,1024,0,0,0,14
triad_helper,23968,52928,827,827,10,1,32,1024,0,0,0,16
triad_helper,16031,524552,493,493,2,1,64,1024,0,0,0,13
triad_helper,20800,174928,58,58,3,1,32,1024,0,0,0,16
triad_helper,16640,131976,282,282,4,1,32,1024,0,0,0,14
triad_helper,19776,131192,46,46,4,1,32,1024,0,0,0,14
triad_helper,16512,525440,821,821,2,1,64,1024,0,0,0,13
triad_helper,19360,59740,515,515,9,1,32,1024,0,0,0,15
triad_helper,22752,60240,753,753,9,1,32,1024,0,0,0,15
triad_helper,17152,106260,759,759,5,1,32,1024,0,0,0,16
triad_helper,20896,68356,743,743,8,1,32,1024,0,0,0,14
triad_helper,16576,524700,477,477,1,1,32,1024,0,0,0,12
triad_helper,21472,524400,150,150,1,1,32,1024,0,0,0,12
triad_helper,18816,58344,429,429,9,1,32,1024,0,0,0,15
triad_helper,17472,75264,168,168,7,1,32,1024,0,0,0,14
triad_helper,18176,105788,499,499,5,1,32,1024,0,0,0,16
triad_helper,19232,52592,76,76,10,1,32,1024,0,0,0,16
triad_helper,18784,75260,355,355,7,1,32,1024,0,0,0,14
triad_helper,19104,58432,166,166,9,1,32,1024,0,0,0,15
triad_helper,20288,53176,289,289,10,1,32,1024,0,0,0,16
triad_helper,21344,68320,854,854,8,1,32,1024,0,0,0,14
triad_helper,22240,524656,121,121,1,1,32,1024,0,0,0,12
triad_helper,16096,263064,339,339,2,1,32,1024,0,0,0,12
triad_helper,21248,60800,760,760,9,1,32,1024,0,0,0,15
triad_helper,18176,262500,105,105,2,1,32,1024,0,0,0,12
triad_helper,16864,177792,926,926,3,1,32,1024,0,0,0,16
triad_helper,15968,262276,551,551,2,0,32,1024,0,0,0,16
triad_helper,20032,66120,570,570,8,1,32,1024,0,0,0,14
triad_helper,14976,263692,461,461,2,1,32,1024,0,0,0,12
triad_helper,19200,52528,28,28,10,1,32,1024,0,0,0,16
triad_helper,16992,175696,316,316,3,1,32,1024,0,0,0,16
triad_helper,17760,88668,821,821,6,1,32,1024,0,0,0,14
triad_helper,16544,264480,870,870,2,0,32,1024,0,0,0,16
triad_helper,15936,131200,410,410,4,1,32,1024,0,0,0,14
triad_helper,15872,263088,522,522,2,1,32,1024,0,0,0,12
triad_helper,28928,524680,65,65,2,1,64,1024,0,0,0,13
triad_helper,17152,132588,381,381,4,1,32,1024,0,0,0,14
triad_helper,34400,262164,21,21,2,1,32,1024,0,0,0,12
triad_helper,15104,262656,608,608,2,0,32,1024,0,0,0,16
triad_helper,16832,131424,148,148,4,1,32,1024,0,0,0,14
triad_helper,19296,52480,41,41,10,1,32,1024,0,0,0,16
triad_helper,16416,529152,624,624,2,1,64,1024,0,0,0,13
triad_helper,17920,65712,148,148,8,1,32,1024,0,0,0,14
triad_helper,17536,106920,990,990,5,1,32,1024,0,0,0,16
triad_helper,16000,526240,572,572,1,1,32,1024,0,0,0,12
triad_helper,18752,89488,799,799,6,1,32,1024,0,0,0,14
triad_helper,17344,87516,51,51,6,1,32,1024,0,0,0,14
triad_helper,18752,89112,474,474,6,1,32,1024,0,0,0,14
triad_helper,16031,526592,484,484,2,1,64,1024,0,0,0,13
triad_helper,15552,175200,584,584,3,1,32,1024,0,0,0,16
triad_helper,25888,54720,912,912,10,1,32,1024,0,0,0,16
triad_helper,18656,527352,1022,1022,1,1,32,1024,0,0,0,12
triad_helper,17024,526608,318,318,2,1,64,1024,0,0,0,13
triad_helper,16960,131428,103,103,4,1,32,1024,0,0,0,14
triad_helper,16000,175768,254,254,3,1,32,1024,0,0,0,16
triad_helper,17952,52640,94,94,10,1,32,1024,0,0,0,16
triad_helper,67776,262144,8,8,2,0,32,1024,0,0,0,16
triad_helper,16512,264192,688,688,2,0,32,1024,0,0,0,16
triad_helper,19392,52480,20,20,10,1,32,1024,0,0,0,16
triad_helper,16576,176824,961,961,3,1,32,1024,0,0,0,16
triad_helper,16960,174924,339,339,3,1,32,1024,0,0,0,16
triad_helper,24352,53312,833,833,10,1,32,1024,0,0,0,16
triad_helper,16864,105792,696,696,5,1,32,1024,0,0,0,16
triad_helper,14784,262528,586,586,2,0,32,1024,0,0,0,16
triad_helper,17280,105640,278,278,5,0,32,1024,0,0,0,14
triad_helper,17536,525280,670,670,2,0,64,1024,0,0,0,15
triad_helper,26848,55272,987,987,10,0,32,1024,0,0,0,14
triad_helper,18624,58504,103,103,9,0,32,1024,0,0,0,14
triad_helper,16768,131804,397,397,4,0,32,1024,0,0,0,14
triad_helper,16704,524480,745,745,1,0,32,1024,0,0,0,12
triad_helper,16832,131408,382,382,4,0,32,1024,0,0,0,14
triad_helper,21568,524984,137,137,2,0,64,1024,0,0,0,15
triad_helper,186720,524300,5,5,1,0,32,1024,0,0,0,12
triad_helper,15807,264160,1016,1016,2,1,32,1024,0,0,0,12
triad_helper,16736,265496,862,862,2,0,32,1024,0,0,0,16
triad_helper,26304,56448,1008,1008,10,0,32,1024,0,0,0,14
triad_helper,16128,264132,667,667,2,0,32,1024,0,0,0,16
triad_helper,18240,75144,202,202,7,0,32,1024,0,0,0,14
triad_helper,31840,262176,24,24,2,0,32,1024,0,0,0,16
triad_helper,16672,133056,594,594,4,0,32,1024,0,0,0,14
triad_helper,17888,75272,97,97,7,0,32,1024,0,0,0,14
triad_helper,16704,262596,277,277,2,1,32,1024,0,0,0,12
triad_helper,17056,88768,584,584,6,0,32,1024,0,0,0,14
triad_helper,21984,174824,41,41,3,0,32,1024,0,0,0,14
triad_helper,16287,176384,832,832,3,0,32,1024,0,0,0,14
triad_helper,15648,526604,779,779,1,0,32,1024,0,0,0,12
triad_helper,17536,524964,291,291,1,0,32,1024,0,0,0,12
triad_helper,15552,263440,890,890,2,1,32,1024,0,0,0,12
triad_helper,16448,525852,541,541,1,0,32,1024,0,0,0,12
triad_helper,18400,75240,190,190,7,0,32,1024,0,0,0,14
triad_helper,19936,262368,72,72,2,0,32,1024,0,0,0,16
triad_helper,17568,75168,232,232,7,0,32,1024,0,0,0,14
triad_helper,19488,53448,393,393,10,0,32,1024,0,0,0,14
triad_helper,16544,105600,220,220,5,0,32,1024,0,0,0,14
triad_helper,26240,56280,1005,1005,10,0,32,1024,0,0,0,14
triad_helper,16352,263388,467,467,2,0,32,1024,0,0,0,16
triad_helper,15936,262528,293,293,2,0,32,1024,0,0,0,16
triad_helper,17088,131544,378,378,4,0,32,1024,0,0,0,14
triad_helper,19680,75240,418,418,7,0,32,1024,0,0,0,14
triad_helper,17344,524948,263,263,1,0,32,1024,0,0,0,12
triad_helper,16960,524588,313,313,1,0,32,1024,0,0,0,12
triad_helper,17216,525576,359,359,1,0,32,1024,0,0,0,12
triad_helper,18624,74992,43,43,7,0,32,1024,0,0,0,14
triad_helper,20768,77680,971,971,7,0,32,1024,0,0,0,14
triad_helper,18592,528600,881,881,2,0,64,1024,0,0,0,15
triad_helper,17856,527424,804,804,2,0,64,1024,0,0,0,15
triad_helper,18048,107260,865,865,5,0,32,1024,0,0,0,14
triad_helper,18592,88560,738,738,6,0,32,1024,0,0,0,14
triad_helper,15488,525760,530,530,1,0,32,1024,0,0,0,12
triad_helper,16063,131120,149,149,4,0,32,1024,0,0,0,14
triad_helper,19584,174944,56,56,3,0,32,1024,0,0,0,14
triad_helper,18624,525504,238,238,2,0,64,1024,0,0,0,15
triad_helper,18272,105840,980,980,5,0,32,1024,0,0,0,14
triad_helper,15392,264440,601,601,2,1,32,1024,0,0,0,12
triad_helper,18368,524824,227,227,1,0,32,1024,0,0,0,12
triad_helper,16736,175820,295,295,3,0,32,1024,0,0,0,14
triad_helper,33632,174780,15,15,3,0,32,1024,0,0,0,14
triad_helper,15744,262432,236,236,2,1,32,1024,0,0,0,12
triad_helper,19712,65740,95,95,8,0,32,1024,0,0,0,14
triad_helper,20544,59248,322,322,9,0,32,1024,0,0,0,14
triad_helper,21664,59512,346,346,9,0,32,1024,0,0,0,14
triad_helper,17504,528880,601,601,2,0,64,1024,0,0,0,15
triad_helper,16096,262612,791,791,2,1,32,1024,0,0,0,12
triad_helper,17440,105028,847,847,5,0,32,1024,0,0,0,14
triad_helper,15616,175560,266,266,3,0,32,1024,0,0,0,14
triad_helper,18816,105660,587,587,5,0,32,1024,0,0,0,14
triad_helper,16416,526904,679,679,1,0,32,1024,0,0,0,12
triad_helper,20064,65688,322,322,8,0,32,1024,0,0,0,14
triad_helper,15424,262476,317,317,2,1,32,1024,0,0,0,12
triad_helper,19008,65844,93,93,8,0,32,1024,0,0,0,14
triad_helper,22080,60812,661,661,9,0,32,1024,0,0,0,14
