Kernel name,Computation duration (ns),Global size 0,Local size 0,Global size 1,Local size 1,Global size 2,Local size 2,Global size 3,Local size 3,Global size 4,Local size 4,LOOP_UNROLL_LSB,LOOP_UNROLL_LOCAL_MEMORY,LOOP_UNROLL_ADD_UNIFORM,SCAN_DATA_SIZE,SORT_DATA_SIZE,SCAN_BLOCK_SIZE,SORT_BLOCK_SIZE,INLINE_LSB,INLINE_SCAN,INLINE_LOCAL_MEMORY,Maximum work-group size 0,Local memory size 0,Private memory size 0,Constant memory size 0,Registers count 0,Maximum work-group size 1,Local memory size 1,Private memory size 1,Constant memory size 1,Registers count 1,Maximum work-group size 2,Local memory size 2,Private memory size 2,Constant memory size 2,Registers count 2,Maximum work-group size 3,Local memory size 3,Private memory size 3,Constant memory size 3,Registers count 3,Maximum work-group size 4,Local memory size 4,Private memory size 4,Constant memory size 4,Registers count 4
sort,1263308049,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,0,0,0,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,17
sort,1254670908,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,0,0,1,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,15
sort,1253677470,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,0,1,0,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,17
sort,1252873616,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,0,1,1,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,15
sort,1253051757,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,1,0,0,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,17
sort,1251956412,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,1,0,1,1024,132,0,0,27,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,15
sort,1248847684,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,1,1,0,1024,132,0,0,26,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,17
sort,1247413634,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,16,16,1,1,1,1024,132,0,0,26,1024,192,0,0,15,1024,384,0,0,18,1024,4,0,0,8,1024,128,0,0,15
sort,645519719,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,0,0,0,1024,260,0,0,28,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,645856526,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,0,0,1,1024,260,0,0,28,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,644512252,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,0,1,0,1024,260,0,0,27,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,644278872,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,0,1,1,1024,260,0,0,27,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,644847101,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,1,0,0,1024,260,0,0,28,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,644313941,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,1,0,1,1024,260,0,0,28,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,641310351,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,1,1,0,1024,260,0,0,27,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,641580879,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,32,32,1,1,1,1024,260,0,0,27,1024,320,0,0,15,1024,640,0,0,18,1024,4,0,0,8,1024,256,0,0,16
sort,360658294,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,0,0,0,1024,516,0,0,28,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,357298923,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,0,0,1,1024,516,0,0,28,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,351347504,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,0,1,0,1024,516,0,0,27,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,350988021,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,0,1,1,1024,516,0,0,27,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,351290071,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,1,0,0,1024,516,0,0,28,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,351257977,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,1,0,1,1024,516,0,0,28,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,350319020,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,1,1,0,1024,516,0,0,26,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,350480488,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,64,64,1,1,1,1024,516,0,0,26,1024,576,0,0,15,1024,1152,0,0,18,1024,4,0,0,8,1024,512,0,0,16
sort,218299473,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,0,0,0,1024,1028,0,0,28,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,215030373,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,0,0,1,1024,1028,0,0,28,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,214253813,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,0,1,0,1024,1028,0,0,27,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,214307185,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,0,1,1,1024,1028,0,0,27,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,214621927,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,1,0,0,1024,1028,0,0,28,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,214156943,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,1,0,1,1024,1028,0,0,28,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
sort,213487844,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,128,128,1,1,0,1024,1028,0,0,27,1024,1088,0,0,15,1024,2176,0,0,18,1024,4,0,0,8,1024,1024,0,0,16
