Kernel name,Computation duration (ns),Global size 0,Local size 0,Global size 1,Local size 1,Global size 2,Local size 2,Global size 3,Local size 3,Global size 4,Local size 4,LOOP_UNROLL_LSB,LOOP_UNROLL_LOCAL_MEMORY,LOOP_UNROLL_ADD_UNIFORM,SCAN_DATA_SIZE,SORT_DATA_SIZE,SCAN_BLOCK_SIZE,SORT_BLOCK_SIZE,INLINE_LSB,INLINE_SCAN,INLINE_LOCAL_MEMORY,Maximum work-group size 0,Local memory size 0,Private memory size 0,Constant memory size 0,Registers count 0,Maximum work-group size 1,Local memory size 1,Private memory size 1,Constant memory size 1,Registers count 1,Maximum work-group size 2,Local memory size 2,Private memory size 2,Constant memory size 2,Registers count 2,Maximum work-group size 3,Local memory size 3,Private memory size 3,Constant memory size 3,Registers count 3,Maximum work-group size 4,Local memory size 4,Private memory size 4,Constant memory size 4,Registers count 4
sort,194270813,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,128,256,1,1,0,1024,2052,0,0,27,1024,2112,0,0,26,1024,4224,0,0,40,1024,4,0,0,10,1024,2048,0,0,17
sort,267080912,1,1,1,1,1,1,1,1,1,1,1,0,0,2,4,128,64,1,1,1,1024,1028,0,0,33,1024,1088,0,0,16,1024,2176,0,0,22,1024,4,0,0,10,1024,1024,0,0,20
sort,82080060,1,1,1,1,1,1,1,1,1,1,0,1,0,2,8,1024,256,1,1,1,1024,8196,0,0,59,1024,8256,0,0,16,1024,16512,0,0,22,1024,4,0,0,10,1024,8192,0,0,22
sort,482007220,1,1,1,1,1,1,1,1,1,1,0,1,0,2,8,64,16,0,0,0,1024,516,0,0,53,1024,576,0,0,16,1024,1152,0,0,22,1024,4,0,0,10,1024,512,0,0,23
sort,146333711,1,1,1,1,1,1,1,1,1,1,0,0,0,2,4,256,128,0,1,0,1024,2052,0,0,37,1024,2112,0,0,16,1024,4224,0,0,22,1024,4,0,0,10,1024,2048,0,0,20
sort,990919231,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,16,32,0,0,1,1024,260,0,0,27,1024,320,0,0,26,1024,640,0,0,40,1024,4,0,0,10,1024,256,0,0,19
sort,155910893,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,256,256,0,0,1,1024,2052,0,0,25,1024,2112,0,0,16,1024,4224,0,0,22,1024,4,0,0,10,1024,2048,0,0,19
sort,63859235,1,1,1,1,1,1,1,1,1,1,1,0,1,4,8,1024,512,1,1,0,1024,16388,0,0,50,1024,16448,0,0,26,1024,32896,0,0,40,1024,4,0,0,10,1024,16384,0,0,25
sort,121316639,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,512,1024,0,0,0,1024,8196,0,0,29,1024,8256,0,0,26,1024,16512,0,0,40,1024,4,0,0,10,1024,8192,0,0,20
sort,72334762,1,1,1,1,1,1,1,1,1,1,0,1,0,2,8,1024,256,0,0,1,1024,8196,0,0,51,1024,8256,0,0,16,1024,16512,0,0,22,1024,4,0,0,10,1024,8192,0,0,22
