Kernel name,Computation duration (ns),Global size 0,Local size 0,Global size 1,Local size 1,Global size 2,Local size 2,Global size 3,Local size 3,Global size 4,Local size 4,LOOP_UNROLL_LSB,LOOP_UNROLL_LOCAL_MEMORY,LOOP_UNROLL_ADD_UNIFORM,SCAN_DATA_SIZE,SORT_DATA_SIZE,SCAN_BLOCK_SIZE,SORT_BLOCK_SIZE,INLINE_LSB,INLINE_SCAN,INLINE_LOCAL_MEMORY,Maximum work-group size 0,Local memory size 0,Private memory size 0,Constant memory size 0,Registers count 0,Maximum work-group size 1,Local memory size 1,Private memory size 1,Constant memory size 1,Registers count 1,Maximum work-group size 2,Local memory size 2,Private memory size 2,Constant memory size 2,Registers count 2,Maximum work-group size 3,Local memory size 3,Private memory size 3,Constant memory size 3,Registers count 3,Maximum work-group size 4,Local memory size 4,Private memory size 4,Constant memory size 4,Registers count 4
sort,42433110,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,256,256,1,0,1,1024,4100,0,0,42,1024,4160,0,0,23,1024,8320,0,0,32,1024,4,0,0,10,1024,4096,0,0,20
sort,236618460,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,64,16,1,1,0,1024,516,0,0,48,1024,576,0,0,16,1024,1152,0,0,22,1024,4,0,0,10,1024,512,0,0,24
sort,489762666,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,16,32,1,1,0,1024,260,0,0,29,1024,320,0,0,23,1024,640,0,0,32,1024,4,0,0,10,1024,256,0,0,17
sort,243052552,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,64,64,0,1,1,1024,516,0,0,25,1024,576,0,0,16,1024,1152,0,0,22,1024,4,0,0,10,1024,512,0,0,16
sort,243497815,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,32,32,1,0,0,1024,516,0,0,38,1024,576,0,0,23,1024,1152,0,0,32,1024,4,0,0,10,1024,512,0,0,20
sort,70796598,1,1,1,1,1,1,1,1,1,1,0,0,1,4,4,128,128,1,1,1,1024,2052,0,0,40,1024,2112,0,0,23,1024,4224,0,0,32,1024,4,0,0,10,1024,2048,0,0,20
sort,74635695,1,1,1,1,1,1,1,1,1,1,0,1,1,8,8,64,64,1,0,0,1024,2052,0,0,48,1024,2112,0,0,35,1024,4224,0,0,32,1024,4,0,0,10,1024,2048,0,0,24
sort,42091302,1,1,1,1,1,1,1,1,1,1,1,1,0,2,4,512,256,0,0,1,1024,4100,0,0,39,1024,4160,0,0,16,1024,8320,0,0,22,1024,4,0,0,10,1024,4096,0,0,20
sort,53866612,1,1,1,1,1,1,1,1,1,1,1,0,0,8,2,128,512,1,0,1,1024,4100,0,0,28,1024,4160,0,0,35,1024,8320,0,0,32,1024,4,0,0,10,1024,4096,0,0,18
sort,70375167,1,1,1,1,1,1,1,1,1,1,0,1,0,4,8,128,64,1,1,1,1024,2052,0,0,55,1024,2112,0,0,23,1024,4224,0,0,32,1024,4,0,0,10,1024,2048,0,0,22
